# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:11:39 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr < 0.1
# CONSTRAINT:  and pl_radjstr > 1
# CONSTRAINT:  and pl_bmassjstr > 0.36)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
HATS-70 b,HATS-70,2019,1.88823780000,0.00000150000,-0.00000150000,0,0.0363200000,0.0007400000,-0.0008700000,0,1.38400000,0.07900000,-0.07400000,0,12.90000000,1.80000000,-1.60000000,0,Mass,6.640000,1.600000,-1.300000,0,0.180000,,,1,9110.0000,170.0000,-170.0000,0,2730.00,140.00,-160.00,0,86.70000,1.60000,-1.90000,0,,7930.00,630.00,-820.00,0,1.881000,0.059000,-0.066000,0,1.780000,0.120000,-0.120000,0,0.0410,0.0950,-0.1070,0,[Fe/H],1.07918,0.16386,-0.14468,0,4.167000,0.044000,-0.036000,0,0.8100,0.5000,-0.3300,0,0.314593,0.092324,-0.051128,0,40.6100,0.3200,-0.3500,0,,,,,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947
HATS-71 b,HATS-71,2020,3.79552020000,0.00000100000,-0.00000100000,0,0.0374500000,0.0001500000,-0.0001500000,0,1.02400000,0.01800000,-0.01800000,0,0.37000000,0.24000000,-0.24000000,0,Mass,0.420000,0.280000,-0.280000,0,0.000000,,,0,18.0832,,,0,586.80,2.30,-2.30,0,88.82000,0.13000,-0.13000,0,M3 V,3405.00,10.00,-10.00,0,0.478300,0.006000,-0.006000,0,0.486100,0.006000,-0.006000,0,0.1700,0.0360,-0.0360,0,[Fe/H],-1.55988,0.00951,-0.00972,0,4.765300,0.006700,-0.006700,0,3.2000,3.8000,-1.5000,0,6.260000,0.170000,-0.170000,0,,,,,41.72000,0.14000,-0.14000,0,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333
HATS-74 A b,HATS-74 A,2021,1.73185606000,0.00000055000,-0.00000055000,0,0.0238400000,0.0001100000,-0.0001100000,0,1.03200000,0.02100000,-0.02100000,0,1.46000000,0.14000000,-0.14000000,0,Mass,1.640000,0.190000,-0.190000,0,0.044000,,,1,106.9000,2.7090,-2.7090,0,895.10,5.70,-5.70,0,87.39000,0.29000,-0.29000,0,,3776.90,9.50,-9.50,0,0.575800,0.005500,-0.005500,0,0.601000,0.008000,-0.008000,0,0.5140,0.0330,-0.0210,0,[Fe/H],-1.21610,0.01058,-0.01085,0,4.696000,0.011000,-0.011000,0,11.0000,5.1000,-5.1000,0,4.430000,0.180000,-0.140000,0,,,,,4.74542,0.00004,-0.00004,0,11h24m03.55s,171.0147921,-19d33m25.05s,-19.5569588
HATS-76 b,HATS-76,2021,1.94164230000,0.00000140000,-0.00000140000,0,0.0265800000,0.0002100000,-0.0002900000,0,1.07900000,0.03100000,-0.03100000,0,2.62900000,0.08900000,-0.08900000,0,Mass,2.580000,0.230000,-0.230000,0,0.062000,,,1,129.8000,3.5850,-3.5850,0,939.80,6.70,-6.70,0,88.24000,0.59000,-0.59000,0,,4016.00,17.00,-17.00,0,0.625900,0.007900,-0.007900,0,0.662000,0.016000,-0.021000,0,0.3220,0.0650,-0.0490,0,[Fe/H],-1.03810,0.01354,-0.01397,0,4.665000,0.016000,-0.016000,0,4.6000,8.7000,-4.0000,0,3.800000,0.170000,-0.170000,0,,,,,15.16063,0.00048,-0.00048,0,04h41m21.54s,70.3397665,-32d19m13.50s,-32.3204175
HATS-77 b,HATS-77,2021,3.08762620000,0.00000160000,-0.00000160000,0,0.0360700000,0.0002500000,-0.0002500000,0,1.16500000,0.02100000,-0.02100000,0,1.37400000,0.10000000,-0.07400000,0,Mass,1.077000,0.112000,-0.081000,0,0.045000,,,1,78.3700,2.1650,-2.1650,0,828.30,5.90,-5.90,0,88.44000,0.27000,-0.27000,0,,4071.00,13.00,-13.00,0,0.642800,0.006600,-0.006600,0,0.655000,0.014000,-0.014000,0,0.2530,0.0390,-0.0390,0,[Fe/H],-0.99183,0.01177,-0.01210,0,4.638000,0.014000,-0.014000,0,12.1000,5.0000,-5.0000,0,3.480000,0.170000,-0.120000,0,,,,,,,,,09h59m17.68s,149.8236672,-27d23m34.14s,-27.3928174
HATS-9 b,HATS-9,2015,1.91529100000,0.00001900000,-0.00001800000,0,0.0312000000,0.0004000000,-0.0005000000,0,1.23561424,0.03122491,-0.03122491,0,0.83700000,0.02900000,-0.02900000,0,Mass,0.626000,0.029000,-0.022000,0,0.075000,,,1,2292.0839,,,0,1746.00,36.00,-36.00,0,88.94000,0.44000,-0.44000,0,,5599.00,85.00,-85.00,0,1.560000,0.040000,-0.040000,0,1.100000,0.050000,-0.050000,0,0.3800,0.0500,-0.0500,0,[Fe/H],0.31180,0.02395,-0.02113,0,4.100000,0.030000,-0.030000,0,10.8000,1.5000,-1.5000,0,0.451000,0.028000,-0.027000,0,4.5800,0.9000,-0.9000,0,,,,,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771
HD 102195 b,HD 102195,2006,4.11377000000,0.00056000000,-0.00056000000,0,0.0500000000,0.0000000000,0.0000000000,0,1.27000000,,,0,0.41000000,0.02000000,-0.02000000,0,Msini,0.250000,,,0,0.000000,,,0,,,,,,,,,,,,,K0 V,5301.00,6.00,-6.00,0,0.820000,0.010000,-0.010000,0,0.760000,0.040000,-0.040000,0,0.0400,,,0,[Fe/H],-0.33442,0.03078,-0.03312,0,4.490000,0.020000,-0.020000,0,2.4000,1.8000,-1.8000,0,2.160488,0.426721,-0.454219,0,3.2300,0.0700,-0.0700,0,12.30000,0.20000,-0.20000,0,11h45m42.10s,176.4254063,+02d49m15.57s,2.8209912
HD 102956 b,HD 102956,2010,6.49470000000,0.00019000000,-0.00019000000,0,0.0807000000,0.0073000000,-0.0073000000,0,1.23000000,,,0,0.96000000,0.02300000,-0.02300000,0,Msini,0.638000,,,0,0.037000,0.019000,-0.019000,0,,,,,,,,,,,,,G5,4985.00,,,0,4.550000,,,0,1.660000,,,0,0.1900,0.0400,-0.0400,0,[Fe/H],1.06446,0.01833,-0.01914,0,3.380000,,,0,2.3000,0.5000,-0.5000,1,,,,,,,,,,,,,11h51m22.49s,177.8436988,+57d38m26.37s,57.6406584
HD 103720 b,HD 103720,2014,4.55570000000,0.00010000000,-0.00010000000,0,0.0498000000,0.0008000000,-0.0008000000,0,1.26000000,,,0,0.62000000,0.02500000,-0.02500000,0,Msini,0.386000,,,0,0.086000,0.024000,-0.024000,0,,,,,,,,,,,,,K3 V,5017.00,88.00,-88.00,0,0.730000,0.020000,-0.020000,0,0.794000,0.040000,-0.040000,0,-0.0200,0.0600,-0.0600,0,[Fe/H],-0.45834,0.00138,-0.00139,0,4.430000,0.160000,-0.160000,0,3.8000,3.7000,-3.7000,0,2.468112,0.647715,-0.601559,0,0.4200,,,0,,,,,11h56m41.12s,179.1713308,-02d46m44.90s,-2.7791393
HD 103774 b,HD 103774,2013,5.88810000000,0.00050000000,-0.00050000000,0,0.0700000000,0.0010000000,-0.0010000000,0,1.19000000,,,0,0.36700000,0.02200000,-0.02200000,0,Msini,0.271000,,,0,0.090000,0.040000,-0.040000,0,,,,,,,,,,,,,F5 V,6489.00,77.00,-77.00,0,1.581047,0.050143,-0.042346,0,1.335000,0.030000,-0.030000,0,0.2800,0.0600,-0.0600,0,[Fe/H],0.54400,0.03600,-0.03900,0,4.260000,0.130000,-0.130000,0,1.0500,0.6400,-0.6400,0,0.614182,0.164668,-0.112997,0,8.1000,,,0,,,,,11h56m55.46s,179.2310729,-12d06m28.78s,-12.1079951
HD 118203 b,HD 118203,2005,6.13497790000,0.00000200000,-0.00000200000,0,0.0713000000,0.0020000000,-0.0020000000,0,1.14000000,0.02900000,-0.02900000,0,2.14000000,0.12000000,-0.12000000,0,Mass,1.790000,0.210000,-0.180000,0,0.313600,0.007500,-0.007500,0,593.4000,8.2000,-8.2000,0,1361.00,23.00,-22.00,0,88.48000,0.73000,-0.93000,0,K0 IV,5742.00,93.00,-95.00,0,2.040000,0.030000,-0.030000,0,1.270000,0.028000,-0.032000,0,0.2870,0.0690,-0.1110,0,[Fe/H],0.64580,0.00180,-0.00180,0,3.920000,0.020000,-0.020000,0,4.7300,0.3900,-0.3900,0,0.196000,0.006700,-0.009900,0,5.8900,0.3100,-0.2600,0,23.10000,3.80000,-3.80000,0,13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876
HD 130322 b,HD 130322,1999,10.70871000000,0.00018000000,-0.00018000000,0,0.0925000000,,,0,1.22000000,,,0,1.15000000,,,0,Msini,0.781000,,,0,0.029000,0.016000,-0.016000,0,,,,,720.00,,,0,,,,,K0 V,5387.00,44.00,-44.00,0,0.850000,0.040000,-0.040000,0,0.920000,0.030000,-0.030000,0,-0.0200,0.0300,-0.0300,0,[Fe/H],-0.23544,0.00127,-0.00128,0,4.520000,0.060000,-0.060000,0,0.3500,,,0,1.957953,0.329825,-0.482125,0,0.5000,0.5000,-0.5000,0,,,,,14h47m32.59s,221.8857975,-00d16m55.48s,-0.2820782
HD 143105 b,HD 143105,2016,2.19740000000,0.00030000000,-0.00030000000,0,0.0379000000,0.0009000000,-0.0009000000,0,1.22000000,,,0,1.21000000,0.06000000,-0.06000000,0,Msini,0.822000,,,0,0.070000,,,1,,,,,,,,,,,,,F5,6380.00,60.00,-60.00,0,1.647304,0.011231,-0.021426,0,1.510000,0.110000,-0.110000,0,0.1500,0.0400,-0.0400,0,[Fe/H],0.55557,0.00076,-0.00076,0,4.370000,0.040000,-0.040000,0,,,,,0.411335,0.087638,-0.094333,0,9.1000,1.0000,-1.0000,0,,,,,15h53m36.57s,238.4023547,+68d43m11.92s,68.7199779
HD 149143 b,HD 149143,2005,4.07182000000,0.00001000000,-0.00001000000,0,0.0530000000,0.0029000000,-0.0029000000,0,1.22000000,,,0,1.33000000,0.15000000,-0.15000000,0,Msini,0.923000,,,0,0.016700,0.004000,-0.004000,0,,,,,,,,,,,,,G0,5856.00,,,0,1.440000,0.080000,-0.080000,0,1.200000,0.200000,-0.200000,0,0.2900,,,0,[Fe/H],0.35000,0.05000,-0.05000,0,4.250000,0.050000,-0.050000,0,4.2800,0.6800,-0.6800,0,0.286186,0.055245,-0.057124,0,3.9000,,,0,,,,,16h32m51.04s,248.2126715,+02d05m04.04s,2.0844547
HD 162020 b,HD 162020,2002,8.42820000000,0.00005600000,-0.00005600000,0,0.0800000000,0.0000000000,0.0000000000,0,1.11000000,,,0,9.84000000,2.75000000,-2.75000000,0,Msini,8.800000,,,0,0.280000,0.000000,0.000000,0,,,,,650.00,,,0,,,,,K3 V,4723.00,71.00,-71.00,0,0.750000,0.030000,-0.030000,0,0.420000,0.180000,-0.180000,0,-0.1000,,,0,[Fe/H],-0.60206,,,0,4.310000,0.180000,-0.180000,0,6.0000,18.0000,-18.0000,0,2.645398,0.529742,-0.643397,0,1.9000,,,0,,,,,17h50m38.38s,267.6599252,-40d19m06.47s,-40.3184646
HD 179949 b,HD 179949,2000,3.09251400000,0.00003200000,-0.00003200000,0,0.0443000000,0.0026000000,-0.0026000000,0,1.24000000,,,0,0.91600000,0.07600000,-0.07600000,0,Msini,0.596000,,,0,0.022000,0.015000,-0.015000,0,,,,,,,,,,,,,F8 V,6168.00,,,0,1.266865,0.027771,-0.027771,0,1.210000,,,0,0.1370,,,0,[Fe/H],0.30146,0.00117,-0.00117,0,4.341000,,,0,2.5600,1.1200,-1.6400,0,0.859771,0.182430,-0.232097,0,6.3000,0.9000,-0.9000,0,,,,,19h15m33.36s,288.8890182,-24d10m47.26s,-24.1797939
HD 185269 b,HD 185269,2006,6.83776000000,0.00027000000,-0.00027000000,0,0.0770000000,0.0034000000,-0.0034000000,0,1.23000000,,,0,1.01000000,0.01400000,-0.01400000,0,Msini,0.671000,,,0,0.229000,0.014000,-0.014000,0,,,,,,,,,,,,,G0 IV,5923.00,,,0,2.000000,,,0,1.300000,,,0,0.1100,0.0500,-0.0500,0,[Fe/H],0.69362,0.00111,-0.00111,0,3.920000,,,0,4.0000,1.0000,-1.0000,0,0.162356,0.026847,-0.031202,0,6.1000,0.5000,-0.5000,0,,,,,19h37m11.70s,294.2987668,+28d29m58.25s,28.4995140
HD 187123 b,HD 187123,1998,3.09658280000,0.00000780000,-0.00000780000,0,0.0426000000,0.0025000000,-0.0025000000,0,1.27000000,,,0,0.52300000,0.04300000,-0.04300000,0,Msini,0.319000,,,0,0.010300,0.005900,-0.005900,0,,,,,,,,,79.00000,29.00000,-24.00000,0,G3 V,5790.00,157.71,-115.06,0,1.150430,0.055043,-0.064626,0,1.040000,0.112096,-0.159473,0,0.0900,0.1000,-0.1000,0,[M/H],0.12713,0.01214,-0.01023,0,4.333380,0.078913,-0.088384,0,7.4000,1.2400,-1.1600,0,0.962994,0.188994,-0.259101,0,2.1000,0.5000,-0.5000,0,,,,,19h46m58.29s,296.7428786,+34d25m08.36s,34.4189900
HD 189733 b,HD 189733,2005,2.21857567000,0.00000015000,-0.00000015000,0,0.0312600000,0.0003600000,-0.0003600000,0,1.13000000,0.01000000,-0.01000000,0,1.13000000,0.08000000,-0.08000000,0,Mass,0.943000,0.024000,-0.024000,0,0.000000,,,0,356.0000,13.0000,-12.0000,0,1209.00,11.00,-11.00,0,85.71000,0.00000,0.00000,0,K2 V,5052.00,16.00,-16.00,0,0.750000,0.010000,-0.010000,0,0.790000,0.080000,-0.080000,0,-0.0200,,,0,[Fe/H],-0.46119,0.01798,-0.00876,0,4.490000,0.050000,-0.050000,0,1.4000,4.9000,-1.9000,0,2.650000,0.250000,-0.250000,0,3.5000,1.0000,-1.0000,0,11.95000,0.01000,-0.01000,0,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759
HD 202772 A b,HD 202772 A,2019,3.30895800000,0.00008300000,-0.00008300000,0,0.0520800000,0.0006400000,-0.0006800000,0,1.54500000,0.05200000,-0.06000000,0,1.01700000,0.07000000,-0.06800000,0,Mass,0.343000,0.043000,-0.035000,0,0.038000,0.042000,-0.027000,0,3440.0000,184.0000,-191.0000,0,2132.00,28.00,-30.00,0,84.51000,1.10000,-0.82000,0,,6272.00,77.00,-71.00,0,2.591000,0.078000,-0.093000,0,1.720000,0.064000,-0.066000,0,0.3000,0.0600,-0.0600,0,[Fe/H],0.97128,0.02436,-0.02778,0,3.848000,0.030000,-0.027000,0,1.7000,0.3200,-0.2600,0,0.140000,0.015000,-0.012000,0,,,,,,,,,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743
HD 209458 b,HD 209458,1999,3.52474859000,0.00000038000,-0.00000038000,0,0.0470700000,0.0004500000,-0.0004700000,0,1.39000000,0.02000000,-0.02000000,0,0.73000000,0.04000000,-0.04000000,0,Mass,0.362000,0.006000,-0.006000,0,0.000000,,,0,587.0980,,,0,1459.00,12.00,-12.00,0,86.71000,0.05000,-0.05000,0,G0 V,6091.00,10.00,-10.00,0,1.190000,0.020000,-0.020000,0,1.230000,0.090000,-0.090000,0,0.0100,,,0,[Fe/H],0.23086,0.01500,-0.01230,0,4.450000,0.020000,-0.020000,0,3.1000,0.8000,-0.7000,0,1.040000,0.070000,-0.070000,0,4.4000,0.2000,-0.2000,0,10.65000,0.75000,-0.75000,0,22h03m10.81s,330.7950219,+18d53m03.27s,18.8842419
HD 212301 b,HD 212301,2005,2.24571000000,0.00028000000,-0.00028000000,0,0.0300000000,0.0000000000,0.0000000000,0,1.27000000,,,0,0.51000000,0.04000000,-0.04000000,0,Msini,0.311000,,,0,0.000000,,,0,,,,,,,,,,,,,F8 V,6239.00,24.00,-24.00,0,1.160000,0.020000,-0.020000,0,1.550000,0.160000,-0.160000,0,0.1800,,,0,[Fe/H],0.24304,0.02413,-0.02555,0,4.500000,0.040000,-0.040000,0,1.0000,,,1,1.083215,0.260616,-0.271616,0,7.0000,,,0,,,,,22h27m31.29s,336.8803957,-77d43m05.96s,-77.7183219
HD 217107 b,HD 217107,1998,7.12701660000,0.00000470000,-0.00000470000,0,0.0735900000,0.0004200000,-0.0005300000,0,1.21000000,,,0,1.44600000,0.18000000,-0.06700000,0,Mass,1.000000,,,0,0.128400,0.001500,-0.001400,0,,,,,,,,,93.00000,25.00000,-26.00000,0,G,5622.00,17.00,-17.00,0,1.224500,0.017300,-0.017300,0,1.045000,0.018000,-0.023000,0,0.3700,0.0500,-0.0500,0,[Fe/H],0.09754,0.00878,-0.01117,0,4.340000,0.020000,-0.020000,0,11.9000,2.0000,-2.0000,0,0.800927,0.189825,-0.131519,0,0.0000,0.5000,-0.5000,0,,,,,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489
HD 2638 b,HD 2638,2005,3.44420000000,0.00020000000,-0.00020000000,0,0.0400000000,0.0000000000,0.0000000000,0,1.28000000,,,0,0.42000000,0.03000000,-0.03000000,0,Msini,0.251000,,,0,0.000000,,,0,,,,,,,,,,,,,K1 V,5186.00,8.00,-8.00,0,0.940000,0.030000,-0.030000,0,0.770000,0.090000,-0.090000,0,0.1300,,,0,[Fe/H],-0.33000,,,0,4.380000,0.040000,-0.040000,0,3.0000,,,0,1.835213,0.401108,-0.401073,0,1.1000,,,0,,,,,00h29m59.76s,7.4990038,-05d45m53.86s,-5.7649600
HD 2685 b,HD 2685,2019,4.12688000000,0.00005000000,-0.00004000000,0,0.0568000000,0.0006000000,-0.0006000000,0,1.44000000,0.05000000,-0.05000000,0,1.17000000,0.12000000,-0.12000000,0,Mass,0.486000,,,0,0.091000,0.039000,-0.047000,0,1436.4900,,,0,2061.00,28.00,-28.00,0,89.25200,0.41500,-0.44400,0,,6801.00,76.00,-76.00,0,1.560000,0.050000,-0.050000,0,1.430000,0.050000,-0.040000,0,0.0200,0.0600,-0.0600,0,[Fe/H],0.66839,0.03833,-0.04102,0,4.210000,0.030000,-0.030000,0,1.3100,0.3400,-0.4700,0,0.514619,0.146994,-0.079765,0,15.4000,0.2000,-0.2000,0,,,,,00h29m18.94s,7.3289156,-76d18m14.52s,-76.3040320
HD 285507 b,HD 285507,2013,6.08810000000,0.00180000000,-0.00180000000,0,0.0600000000,0.0000000000,0.0000000000,0,1.23000000,,,0,0.98000000,0.10000000,-0.10000000,0,Msini,0.651000,,,0,0.090000,0.020000,-0.020000,0,,,,,,,,,,,,,K4.5 V,4503.00,73.00,-73.00,0,0.690000,0.020000,-0.020000,0,0.820000,0.120000,-0.120000,0,0.1300,,,0,[Fe/H],-0.71932,0.00281,-0.00283,0,4.670000,0.050000,-0.050000,0,0.6250,0.0500,-0.0500,0,1.895568,0.608877,-0.405989,0,3.2000,0.5000,-0.5000,0,,,,,04h07m01.36s,61.7556630,+15d20m05.80s,15.3349441
HD 330075 b,HD 330075,2004,3.38773000000,0.00008000000,-0.00008000000,0,0.0400000000,0.0000000000,0.0000000000,0,1.27000000,,,0,0.48000000,0.02000000,-0.02000000,0,Msini,0.287000,,,0,0.000000,,,0,,,,,990.00,,,0,,,,,K1,5000.00,21.00,-21.00,0,0.840000,0.010000,-0.010000,0,0.470000,0.040000,-0.040000,0,0.0500,,,0,[Fe/H],-0.33000,,,0,4.260000,0.030000,-0.030000,0,6.2000,,,0,2.016813,0.540271,-0.414262,0,0.7000,0.2000,-0.2000,0,,,,,15h49m37.32s,237.4054997,-49d57m50.11s,-49.9639199
HD 68988 b,HD 68988,2001,6.27711000000,0.00021000000,-0.00021000000,0,0.0700000000,0.0000000000,0.0000000000,0,1.20000000,,,0,1.97000000,0.10000000,-0.10000000,0,Msini,1.430000,,,0,0.120000,0.010000,-0.010000,0,,,,,,,,,83.00000,30.00000,-28.00000,0,G2 V,5932.00,23.00,-23.00,0,1.190000,0.020000,-0.020000,0,1.280000,0.090000,-0.090000,0,0.3500,,,0,[Fe/H],0.22184,0.00186,-0.00186,0,4.400000,0.030000,-0.030000,0,6.0000,,,0,0.771193,0.138348,-0.147826,0,2.8400,,,0,,,,,08h18m22.45s,124.5935429,+61d27m39.07s,61.4608518
HD 75289 b,HD 75289,1999,3.50927000000,0.00006400000,-0.00006400000,0,0.0500000000,0.0000000000,0.0000000000,0,1.27000000,,,0,0.49000000,0.03000000,-0.03000000,0,Msini,0.299000,,,0,0.030000,0.030000,-0.030000,0,,,,,1260.00,,,0,,,,,G0,6117.00,16.00,-16.00,0,1.230000,0.020000,-0.020000,0,1.290000,0.100000,-0.100000,0,0.2600,,,0,[Fe/H],0.31247,0.00060,-0.00060,0,4.370000,0.030000,-0.030000,0,5.6000,,,0,0.712521,0.148061,-0.195141,0,4.3700,1.0000,-1.0000,0,,,,,08h47m40.36s,131.9181715,-41d44m15.99s,-41.7377748
